DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.5493556090316001,0.10535187526337968,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
2,11,0.4535267418995776,0.12644889357218123,1,7.6923076923076925,1,7.6923076923076925,0,0.0
3,11,0.9856061567393777,0.548405148293229,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
4,10,0.940771287179366,0.2800940552595179,4,33.33333333333333,4,33.33333333333333,3,25.0
5,11,0.9674343980669851,0.3841844085160877,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
6,11,0.30968835047499055,0.12328556017876406,1,8.333333333333332,1,8.333333333333332,0,0.0
7,11,1.4957093439542737,0.8566510941726088,5,41.66666666666667,3,25.0,3,25.0
8,11,1.2521167876351538,0.643160456128632,3,25.0,3,25.0,3,25.0
9,11,2.4874146788529354,0.671410632063625,5,41.66666666666667,5,41.66666666666667,3,25.0
10,11,1.1302222208726778,0.7899461400359067,3,25.0,3,25.0,1,8.333333333333332
11,11,0.5607358063722456,0.13456535390688076,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
12,11,1.0805805797761499,0.30576364470264483,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
13,11,0.9380900751363597,0.18958999709217797,3,25.0,2,16.666666666666664,2,16.666666666666664
14,11,0.6282855238004103,0.38015540944411236,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
15,11,0.48146912575386125,0.41217972521351653,1,8.333333333333332,1,8.333333333333332,0,0.0
