day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,42.45253725917115
2,10,6,60.0,34.23931984953055
3,10,6,60.0,35.57349730276246
4,10,5,50.0,33.28737550470727
5,11,3,27.27272727272727,53.54725367626022
6,11,7,63.63636363636363,36.01392234395649
7,11,6,54.54545454545454,89.71459558197499
8,11,6,54.54545454545454,38.986510998647425
9,11,3,27.27272727272727,26.36144402856432
10,11,1,9.090909090909092,97.5155565149525
11,11,2,18.181818181818183,30.840578097489246
12,11,3,27.27272727272727,15.0813731793236
13,11,6,54.54545454545454,55.21710040554155
14,11,7,63.63636363636363,62.17816823877268
15,11,2,18.181818181818183,30.73693885411808
