day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,56.89979102952207
2,10,5,50.0,24.088725306073137
3,10,4,40.0,65.06117727798845
4,10,5,50.0,43.779117760994055
5,11,1,9.090909090909092,14.592449829238197
6,11,3,27.27272727272727,29.388747104123212
7,11,6,54.54545454545454,37.1536887405543
8,11,4,36.36363636363637,44.42123809766008
9,11,4,36.36363636363637,34.5537235242274
10,11,1,9.090909090909092,93.89852583868021
11,11,6,54.54545454545454,76.98487406171334
12,11,4,36.36363636363637,49.97274701439676
13,11,7,63.63636363636363,45.5607435284411
14,11,5,45.45454545454545,133.27245245588546
15,11,5,45.45454545454545,40.830527508585014
