day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,1,11.11111111111111,481.9598316195104
2,9,3,33.33333333333333,73.5497626238597
3,9,5,55.55555555555556,112.19878903242716
4,9,3,33.33333333333333,41.05167700048829
5,10,3,30.0,76.30860015662354
6,10,5,50.0,237.841511121825
7,10,4,40.0,177.80445717596785
8,10,3,30.0,83.38758963513725
9,10,2,20.0,118.9219905132197
10,10,4,40.0,98.53456535553784
11,10,2,20.0,123.14584115302665
12,10,6,60.0,65.76373598261735
13,10,5,50.0,129.85406986180902
14,10,2,20.0,32.83246781465699
15,10,1,10.0,285.2245862884161
