Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,13.0,8.0,True
3,12.0,5.0,14.0,True
4,12.0,2.0,9.0,True
5,13.0,1.0,9.0,True
6,11.0,5.0,2.0,True
7,2.0,1.0,8.0,True
8,9.0,4.0,1.0,True
9,14.0,4.0,6.0,True
10,7.0,3.0,9.0,True
11,10.0,9.0,5.0,True
12,8.0,15.0,14.0,True
13,7.0,8.0,1.0,True
