Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,11.0,10.0,True
3,9.0,15.0,11.0,True
4,7.0,8.0,3.0,True
5,13.0,7.0,8.0,True
6,2.0,13.0,9.0,True
7,3.0,7.0,6.0,True
8,13.0,11.0,1.0,True
9,2.0,10.0,3.0,True
10,14.0,15.0,13.0,True
11,2.0,3.0,1.0,True
12,3.0,4.0,6.0,True
13,3.0,2.0,1.0,True
