day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,18.49797472298641
2,10,4,40.0,101.92099129679174
3,10,5,50.0,56.49469853380212
4,10,5,50.0,37.18699242751091
5,11,5,45.45454545454545,22.734682806669255
6,11,3,27.27272727272727,29.975755218706173
7,11,4,36.36363636363637,72.04020048350057
8,11,7,63.63636363636363,63.572904093582416
9,11,5,45.45454545454545,28.822338491041176
10,11,3,27.27272727272727,56.69757924550714
11,11,6,54.54545454545454,164.43009376450848
12,11,5,45.45454545454545,31.74232869083975
13,11,6,54.54545454545454,107.35041595742892
14,11,5,45.45454545454545,40.93579080888309
15,11,2,18.181818181818183,36.842911713898474
