day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,11,2,18.181818181818183,174.37642767453286
2,11,4,36.36363636363637,107.88129906943716
3,11,5,45.45454545454545,46.79966091176125
4,11,2,18.181818181818183,19.0429507020488
5,12,3,25.0,273.1237531504295
6,12,3,25.0,218.60605757676527
7,12,4,33.33333333333333,49.58031459820701
8,12,3,25.0,90.01118624765968
9,12,2,16.666666666666664,19.087208447841654
10,12,5,41.66666666666667,172.64292641298636
11,12,5,41.66666666666667,103.22371748945997
12,12,4,33.33333333333333,21.430695023544764
13,12,4,33.33333333333333,62.504485800948295
14,12,5,41.66666666666667,80.40871880850766
15,12,6,50.0,105.66810912715023
