day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,4,44.44444444444444,254.7105430491027
2,9,1,11.11111111111111,130.2781350070104
3,9,3,33.33333333333333,87.61772790163151
4,9,2,22.22222222222222,65.82994678018765
5,10,0,0.0,0.0
6,10,2,20.0,34.93251761235898
7,10,3,30.0,108.48892014907818
8,10,1,10.0,62.223251356431255
9,10,3,30.0,35.99815341072659
10,10,4,40.0,98.7329633635432
11,10,2,20.0,64.71878911628777
12,10,1,10.0,100.04355116654122
13,10,4,40.0,56.34318577417717
14,10,3,30.0,130.5244390359699
15,10,3,30.0,565.9783348601054
