day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,66.1517688492997
2,10,4,40.0,73.2537795870443
3,10,3,30.0,307.6072377365488
4,10,0,0.0,0.0
5,11,3,27.27272727272727,228.39060997949264
6,11,3,27.27272727272727,214.57204065468034
7,11,2,18.181818181818183,163.70798152961413
8,11,4,36.36363636363637,211.21239341034982
9,11,4,36.36363636363637,110.6228054203634
10,11,6,54.54545454545454,128.11626572137928
11,11,3,27.27272727272727,336.2169681085233
12,11,3,27.27272727272727,23.844790071585532
13,11,2,18.181818181818183,392.3607978676024
14,11,3,27.27272727272727,102.25400136916403
15,11,2,18.181818181818183,246.90469009875025
