day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,3,30.0,235.45922644225539
2,10,5,50.0,185.93832170341398
3,10,5,50.0,69.70788662522621
4,10,2,20.0,269.77571923148
5,11,6,54.54545454545454,174.23727811695028
6,11,1,9.090909090909092,48.25765253636716
7,11,4,36.36363636363637,127.24082148110618
8,11,4,36.36363636363637,26.227402543281148
9,11,2,18.181818181818183,76.78860362546658
10,11,4,36.36363636363637,32.32721411170638
11,11,3,27.27272727272727,136.8055909803659
12,11,2,18.181818181818183,364.41176154304173
13,11,3,27.27272727272727,145.46293247128634
14,11,4,36.36363636363637,131.4214806938404
15,11,4,36.36363636363637,136.50346222499675
