day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,58.66171278888186
2,10,4,40.0,36.90972118201206
3,10,4,40.0,241.71968443636104
4,10,4,40.0,41.28397644222247
5,11,5,45.45454545454545,107.76858486729206
6,11,4,36.36363636363637,91.12119862240814
7,11,4,36.36363636363637,52.395631522254845
8,11,2,18.181818181818183,15.83613410892677
9,11,4,36.36363636363637,63.56208752287856
10,11,6,54.54545454545454,23.986324015672263
11,11,4,36.36363636363637,53.98080512187255
12,11,3,27.27272727272727,48.799515296012295
13,11,4,36.36363636363637,85.90471596956256
14,11,3,27.27272727272727,16.600983831566342
15,11,4,36.36363636363637,22.048522945900345
