day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,4,44.44444444444444,140.55592632323848
2,9,5,55.55555555555556,150.13738003069392
3,9,2,22.22222222222222,100.04328342024976
4,9,3,33.33333333333333,268.3431628868079
5,10,1,10.0,123.57066025109411
6,10,4,40.0,183.88845382982174
7,10,6,60.0,109.52117967148358
8,10,4,40.0,122.53128583110389
9,10,3,30.0,338.51294305858875
10,10,6,60.0,195.8613097688956
11,10,2,20.0,235.36487723558307
12,10,3,30.0,134.93105311391488
13,10,3,30.0,128.83186511892978
14,10,3,30.0,83.14092851363046
15,10,1,10.0,6.6938754944196655
