day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,84.00947396386601
2,10,3,30.0,38.061203333870154
3,10,4,40.0,58.338842883592804
4,10,4,40.0,13.71425687047396
5,11,3,27.27272727272727,68.16305803096866
6,11,6,54.54545454545454,31.261472204847934
7,11,5,45.45454545454545,33.266107029383306
8,11,4,36.36363636363637,116.63439779362604
9,11,2,18.181818181818183,172.23319908594465
10,11,3,27.27272727272727,61.88984128390033
11,11,3,27.27272727272727,112.67211363848611
12,11,6,54.54545454545454,22.895273545040975
13,11,3,27.27272727272727,47.28033453968455
14,11,5,45.45454545454545,38.472231768171795
15,11,3,27.27272727272727,32.0088554834855
