Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,10.0,9.0,True
3,4.0,2.0,5.0,True
4,15.0,11.0,10.0,True
5,4.0,3.0,2.0,True
6,1.0,2.0,3.0,True
7,8.0,9.0,3.0,True
8,14.0,11.0,9.0,True
9,8.0,1.0,12.0,True
10,15.0,13.0,14.0,True
11,7.0,1.0,3.0,True
12,8.0,7.0,9.0,True
13,4.0,3.0,2.0,True
