day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,11,4,36.36363636363637,59.230374316020274
2,11,3,27.27272727272727,99.85578884798849
3,11,8,72.72727272727273,40.84704975614879
4,11,5,45.45454545454545,100.8241446406333
5,12,6,50.0,65.25013481037402
6,12,5,41.66666666666667,106.73224182204595
7,12,2,16.666666666666664,241.55610811884748
8,12,5,41.66666666666667,96.16412196057618
9,12,4,33.33333333333333,165.5024907909941
10,12,6,50.0,71.7590392485746
11,12,6,50.0,96.69114194984263
12,12,6,50.0,129.41280324143185
13,12,4,33.33333333333333,63.43247589805833
14,12,4,33.33333333333333,41.82347905127652
15,12,3,25.0,99.54372259346263
