day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,78.45465567183669
2,10,4,40.0,62.59289351045122
3,10,4,40.0,71.07061129736351
4,10,2,20.0,158.72768323831664
5,11,2,18.181818181818183,33.89864662362753
6,11,4,36.36363636363637,51.642928735309624
7,11,5,45.45454545454545,63.13450497846338
8,11,4,36.36363636363637,85.38527070803713
9,11,4,36.36363636363637,60.848958004351424
10,11,3,27.27272727272727,40.92734978341006
11,11,4,36.36363636363637,38.99468442296604
12,11,2,18.181818181818183,56.51409950378138
13,11,2,18.181818181818183,123.81952379418506
14,11,4,36.36363636363637,156.6634605776277
15,11,5,45.45454545454545,94.46420024496442
