Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,6.0,8.0,5.0,True
3,6.0,7.0,1.0,True
4,2.0,7.0,6.0,True
5,5.0,9.0,12.0,True
6,2.0,1.0,4.0,True
7,1.0,11.0,15.0,True
8,7.0,9.0,5.0,True
9,11.0,1.0,3.0,True
10,7.0,12.0,15.0,True
11,3.0,12.0,2.0,True
12,7.0,3.0,8.0,True
13,1.0,8.0,5.0,True
