DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.3409111856977158,0.9459193130959801,4,30.76923076923077,3,23.076923076923077,2,15.384615384615385
2,11,0.7720511404950859,0.7337466104096803,1,7.6923076923076925,0,0.0,0,0.0
3,11,1.4286859817032065,1.222511592053068,5,38.46153846153847,3,23.076923076923077,2,15.384615384615385
4,11,1.2100818800991981,1.2129807895647136,5,38.46153846153847,4,30.76923076923077,0,0.0
5,12,0.8168124360415397,0.8548115021269642,2,15.384615384615385,1,7.6923076923076925,0,0.0
6,12,1.3479242139755259,0.8935592255929632,5,38.46153846153847,2,15.384615384615385,1,7.6923076923076925
7,11,0.9315398860905251,0.7545150672516495,2,16.666666666666664,2,16.666666666666664,0,0.0
8,11,0.980805157153871,0.9699361848613095,3,25.0,2,16.666666666666664,0,0.0
9,11,1.0554458402037836,0.7927616701152451,3,25.0,2,16.666666666666664,1,8.333333333333332
10,11,0.5659343891722591,0.45822239018951244,0,0.0,0,0.0,0,0.0
11,11,0.8651346988340399,0.6961926480684557,3,25.0,1,8.333333333333332,0,0.0
12,11,0.8589758171071782,0.7692239757981885,3,25.0,2,16.666666666666664,0,0.0
13,11,1.0131115872252843,0.8344043630205993,3,25.0,2,16.666666666666664,0,0.0
14,11,0.9461094715783053,0.8801678213037424,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
15,11,0.643717348199922,0.638028428632813,1,8.333333333333332,0,0.0,0,0.0
