day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,117.11152745261535
2,10,3,30.0,252.70753806142162
3,10,5,50.0,306.71728014719315
4,10,4,40.0,316.0530013478885
5,11,4,36.36363636363637,317.7718595363306
6,11,3,27.27272727272727,141.25831496858743
7,11,6,54.54545454545454,97.90980705755372
8,11,4,36.36363636363637,172.45183711799967
9,11,3,27.27272727272727,213.4229880580876
10,11,4,36.36363636363637,134.23342328993198
11,11,3,27.27272727272727,126.15808417696148
12,11,3,27.27272727272727,223.60044227993924
13,11,4,36.36363636363637,158.0857675396657
14,11,2,18.181818181818183,490.06421424637284
15,11,1,9.090909090909092,1.904805046261182
