phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.042392455372244675,0.7352964992422625,طبيعي,High
future_forecast,2,10,0.087468411175445,1.7740983691261756,طبيعي,Medium
future_forecast,3,11,0.05378234283150725,1.2047660921155987,طبيعي,Medium
future_forecast,4,12,0.08686979240304049,1.15899249494003,طبيعي,Medium
future_forecast,5,13,0.10051028270518815,0.8424048125331045,طبيعي,Medium
future_forecast,6,14,0.13492679748999675,0.7291529537643122,طبيعي,Low
future_forecast,7,15,0.12472731334070097,0.8820512826597475,طبيعي,Low
future_forecast,8,1,0.2003562253515154,1.3134810785285596,طبيعي,Low
future_forecast,9,2,0.23466654783452248,0.982820119198562,طبيعي,Low
future_forecast,10,3,0.28226961478316226,1.0197807293725,طبيعي,Low
