day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,33.570437109431495
2,10,5,50.0,30.621891383141048
3,10,5,50.0,142.67910411456143
4,10,5,50.0,74.00565816016884
5,11,4,36.36363636363637,106.14809402373332
6,11,4,36.36363636363637,104.09304524194566
7,11,5,45.45454545454545,29.029899415295194
8,11,3,27.27272727272727,17.44925797783635
9,11,4,36.36363636363637,99.06166788477363
10,11,5,45.45454545454545,55.53408308243208
11,11,4,36.36363636363637,46.64808730132286
12,11,5,45.45454545454545,31.496394268384165
13,11,4,36.36363636363637,68.0841298543855
14,11,4,36.36363636363637,64.61345497085819
15,11,2,18.181818181818183,47.33175439863285
