Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,11.0,12.0,True
3,10.0,11.0,3.0,True
4,1.0,5.0,9.0,True
5,6.0,7.0,3.0,True
6,3.0,14.0,4.0,True
7,8.0,12.0,7.0,True
8,3.0,2.0,1.0,True
9,9.0,8.0,7.0,True
10,2.0,1.0,14.0,True
11,3.0,4.0,5.0,True
12,4.0,11.0,1.0,True
13,3.0,4.0,2.0,True
