DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.0478625604738794,1.2440521979111319,5,38.46153846153847,2,15.384615384615385,0,0.0
2,11,1.0048998915430543,0.8568106093095371,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
3,11,1.0543578074183815,0.6711071182187685,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
4,11,1.2186405490451468,0.9508704268185094,4,30.76923076923077,3,23.076923076923077,1,7.6923076923076925
5,12,1.052125906149554,1.0381508204627066,4,30.76923076923077,2,15.384615384615385,0,0.0
6,12,1.1609331917042451,1.120219171057244,5,38.46153846153847,4,30.76923076923077,1,7.6923076923076925
7,12,0.9349155293094884,0.8322702872056289,2,15.384615384615385,1,7.6923076923076925,0,0.0
8,11,0.9989967549253596,0.8276844536282971,3,25.0,3,25.0,0,0.0
9,11,1.061299635202966,0.6283101312599136,4,33.33333333333333,3,25.0,2,16.666666666666664
10,11,1.0205570600716314,0.733249503668819,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
11,11,0.9909074512722309,0.8339166880809549,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
12,11,0.8923760402263706,0.641664501477364,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
13,11,1.3124653822776553,1.023531102086571,4,33.33333333333333,4,33.33333333333333,2,16.666666666666664
14,11,1.2595425977569377,0.9526890316153864,5,41.66666666666667,3,25.0,3,25.0
15,11,0.6296982216811879,0.5713509781693149,0,0.0,0,0.0,0,0.0
