day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,2,22.22222222222222,46.922465027843785
2,9,8,88.88888888888889,86.93383239522106
3,9,3,33.33333333333333,63.397483731900444
4,9,2,22.22222222222222,141.69154465316893
5,10,4,40.0,56.693274721004585
6,10,4,40.0,137.26195069841324
7,10,3,30.0,356.26767311190787
8,10,3,30.0,117.58221360261116
9,10,5,50.0,88.7248503054949
10,10,4,40.0,105.345538754726
11,10,6,60.0,76.94067589339568
12,10,4,40.0,133.46005516606832
13,10,3,30.0,171.32331148733957
14,10,3,30.0,125.96892370654842
15,10,4,40.0,83.82984301119633
