day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,38.96155212065204
2,10,6,60.0,137.92561561621866
3,10,5,50.0,180.10967395617547
4,10,6,60.0,160.6643353738576
5,11,4,36.36363636363637,28.883038404785133
6,11,2,18.181818181818183,103.63499418627924
7,11,4,36.36363636363637,143.09921728760247
8,11,5,45.45454545454545,54.24180881287041
9,11,5,45.45454545454545,13.857205556706628
10,11,1,9.090909090909092,129.6132077705125
11,11,2,18.181818181818183,31.76620994288487
12,11,1,9.090909090909092,88.53608181945143
13,11,4,36.36363636363637,69.49973110849004
14,11,4,36.36363636363637,119.31458341732775
15,11,4,36.36363636363637,171.14963301094423
