day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,8,0,0.0,0.0
2,8,3,37.5,167.42749097761612
3,8,3,37.5,335.79058498243626
4,8,4,50.0,255.81265900385705
5,9,3,33.33333333333333,546.5485007197395
6,9,4,44.44444444444444,312.1872135319455
7,9,3,33.33333333333333,129.39662034599897
8,9,3,33.33333333333333,366.23206562696186
9,9,2,22.22222222222222,51.54432309618019
10,9,0,0.0,0.0
11,9,1,11.11111111111111,379.64974866223446
12,9,1,11.11111111111111,148.82557963327775
13,9,3,33.33333333333333,544.013742872334
14,9,2,22.22222222222222,80.1511709325467
15,9,1,11.11111111111111,163.84615384615384
