day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,371.4072600696171
2,10,2,20.0,224.67351368238974
3,10,1,10.0,4.732476825500087
4,10,2,20.0,76.8807198271523
5,11,6,54.54545454545454,204.15976960504693
6,11,6,54.54545454545454,157.20795538284156
7,11,5,45.45454545454545,242.43880081845674
8,11,3,27.27272727272727,242.20187677274075
9,11,3,27.27272727272727,118.72624821666496
10,11,2,18.181818181818183,307.073214944379
11,11,5,45.45454545454545,65.11260659854558
12,11,4,36.36363636363637,276.99734767859417
13,11,1,9.090909090909092,35.0418925579103
14,11,3,27.27272727272727,266.1900919558255
15,11,3,27.27272727272727,424.3077730524291
