day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,33.42638259908513
2,10,6,60.0,63.139738497657454
3,10,5,50.0,62.238295060053986
4,10,3,30.0,263.0423980456906
5,11,4,36.36363636363637,123.4002566644378
6,11,6,54.54545454545454,196.60585830717332
7,11,4,36.36363636363637,61.10295738451798
8,11,6,54.54545454545454,65.48159060789143
9,11,5,45.45454545454545,41.242273263566666
10,11,3,27.27272727272727,21.90712952024246
11,11,5,45.45454545454545,26.661348042746134
12,11,4,36.36363636363637,57.643559213463504
13,11,2,18.181818181818183,52.65734012599887
14,11,5,45.45454545454545,18.86953757207292
15,11,1,9.090909090909092,10.845180970679946
