Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,8.0,5.0,13.0,True
3,3.0,7.0,10.0,True
4,7.0,6.0,5.0,True
5,2.0,1.0,3.0,True
6,14.0,9.0,13.0,True
7,14.0,9.0,11.0,True
8,11.0,12.0,7.0,True
9,2.0,7.0,8.0,True
10,13.0,15.0,5.0,True
11,1.0,7.0,2.0,True
12,6.0,7.0,2.0,True
