phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,6,0.1585863297987334,1.4584628927072958,طبيعي,High
future_forecast,2,7,0.1934763669473123,0.8359847784356592,طبيعي,Medium
future_forecast,3,8,0.20720419489352085,0.6229142367486159,طبيعي,Medium
future_forecast,4,9,0.20502389211488847,1.0511113821193165,طبيعي,Medium
future_forecast,5,10,0.13127530762483217,1.2390954724471916,طبيعي,Medium
future_forecast,6,11,0.2608917101929241,1.0567545088440762,طبيعي,Low
future_forecast,7,12,0.22416676374642724,1.385384886308283,طبيعي,Low
future_forecast,8,13,0.14704355538881506,0.36577965244312377,طبيعي,Low
future_forecast,9,14,0.13426293751737886,0.7609877808774129,طبيعي,Low
future_forecast,10,15,0.06320772352169336,0.5084067094364892,طبيعي,Low
