Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,11.0,14.0,True
3,2.0,1.0,3.0,True
4,14.0,8.0,11.0,True
5,2.0,13.0,1.0,True
6,14.0,1.0,3.0,True
7,14.0,3.0,1.0,True
8,14.0,10.0,7.0,True
9,4.0,12.0,14.0,True
10,13.0,15.0,9.0,True
11,6.0,4.0,7.0,True
12,6.0,1.0,13.0,True
13,,,,False
