Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,7.0,12.0,True
3,6.0,14.0,5.0,True
4,3.0,5.0,4.0,True
5,5.0,3.0,2.0,True
6,6.0,15.0,14.0,True
7,7.0,10.0,8.0,True
8,7.0,10.0,11.0,True
9,7.0,12.0,8.0,True
10,13.0,12.0,15.0,True
11,15.0,9.0,10.0,True
12,8.0,13.0,14.0,True
13,1.0,5.0,4.0,True
