day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,5,55.55555555555556,193.88298063674313
2,9,3,33.33333333333333,132.6201370104837
3,9,2,22.22222222222222,76.1458304610183
4,9,2,22.22222222222222,376.1511568767386
5,10,2,20.0,156.78949890606617
6,10,3,30.0,110.99110854855684
7,10,4,40.0,267.0497723113857
8,10,5,50.0,78.84208555531936
9,10,4,40.0,265.38960756134827
10,10,3,30.0,645.7092465432455
11,10,4,40.0,142.6460631283523
12,10,5,50.0,183.4341247196626
13,10,4,40.0,170.62175580838348
14,10,4,40.0,88.8662886746269
15,10,1,10.0,222.13802712924365
