day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,25.13340693386282
2,10,2,20.0,24.36404233844035
3,10,5,50.0,172.83927416692754
4,10,3,30.0,235.48326799763302
5,11,3,27.27272727272727,66.08811646185838
6,11,5,45.45454545454545,59.10313315083543
7,11,6,54.54545454545454,78.30456190462539
8,11,4,36.36363636363637,118.15079482128986
9,11,6,54.54545454545454,94.25945229940164
10,11,3,27.27272727272727,115.42948916654366
11,11,2,18.181818181818183,64.29996780471363
12,11,2,18.181818181818183,25.751859537372834
13,11,3,27.27272727272727,110.58150537567288
14,11,4,36.36363636363637,38.79805699423055
15,11,1,9.090909090909092,24.195335690326125
