Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,10.0,11.0,True
3,3.0,4.0,10.0,True
4,9.0,11.0,8.0,True
5,13.0,8.0,11.0,True
6,12.0,4.0,3.0,True
7,12.0,11.0,6.0,True
8,11.0,7.0,6.0,True
9,9.0,8.0,11.0,True
10,10.0,14.0,11.0,True
11,1.0,3.0,2.0,True
12,7.0,13.0,14.0,True
