day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,126.2403871914909
2,10,3,30.0,58.051741014242594
3,10,4,40.0,53.63711468329369
4,10,6,60.0,124.45180542486212
5,11,2,18.181818181818183,69.61417099562053
6,11,4,36.36363636363637,164.7143989624558
7,11,5,45.45454545454545,130.3282181396104
8,11,2,18.181818181818183,97.47940809236694
9,11,4,36.36363636363637,95.0656118724409
10,11,5,45.45454545454545,79.34708498420096
11,11,5,45.45454545454545,69.0347166597393
12,11,3,27.27272727272727,70.79686253113267
13,11,3,27.27272727272727,79.14800728672678
14,11,4,36.36363636363637,72.03338476641169
15,11,2,18.181818181818183,21.08972009080201
