day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,101.0115672476313
2,10,5,50.0,92.81392530109318
3,10,6,60.0,139.4827844168
4,10,4,40.0,44.2712044846307
5,11,6,54.54545454545454,72.64650952564988
6,11,3,27.27272727272727,96.77910904811195
7,11,3,27.27272727272727,89.1830861964692
8,11,4,36.36363636363637,413.59293716283025
9,11,4,36.36363636363637,57.62365610978637
10,11,2,18.181818181818183,57.09811865815291
11,11,2,18.181818181818183,21.91427266248965
12,11,2,18.181818181818183,43.53722510696029
13,11,3,27.27272727272727,18.222339209221094
14,11,1,9.090909090909092,37.932726178758934
15,11,2,18.181818181818183,132.60922354708043
