Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,11.0,15.0,13.0,True
3,7.0,10.0,4.0,True
4,5.0,4.0,6.0,True
5,1.0,5.0,9.0,True
6,12.0,9.0,13.0,True
7,14.0,1.0,4.0,True
8,11.0,12.0,7.0,True
9,4.0,3.0,9.0,True
10,13.0,15.0,11.0,True
11,4.0,1.0,2.0,True
12,1.0,7.0,5.0,True
13,2.0,1.0,3.0,True
