Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,7.0,14.0,True
3,3.0,2.0,7.0,True
4,2.0,3.0,10.0,True
5,6.0,1.0,8.0,True
6,13.0,5.0,2.0,True
7,15.0,2.0,5.0,True
8,6.0,7.0,1.0,True
9,2.0,3.0,1.0,True
10,11.0,2.0,15.0,True
11,8.0,3.0,5.0,True
12,4.0,5.0,15.0,True
13,2.0,1.0,3.0,True
