day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,86.459069973788
2,10,6,60.0,74.6667236867593
3,10,3,30.0,25.612469903353
4,10,4,40.0,60.781296767453256
5,11,1,9.090909090909092,196.08664862812435
6,11,3,27.27272727272727,28.967435569058114
7,11,6,54.54545454545454,34.634576746793606
8,11,6,54.54545454545454,115.98594439322699
9,11,2,18.181818181818183,230.87307673795794
10,11,4,36.36363636363637,95.15636925620178
11,11,3,27.27272727272727,51.84158238073805
12,11,4,36.36363636363637,36.59938963796403
13,11,4,36.36363636363637,87.12114637717426
14,11,4,36.36363636363637,119.50516329133873
15,11,2,18.181818181818183,35.336632874238205
