day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,58.22311366121116
2,10,0,0.0,0.0
3,10,4,40.0,379.80817950575283
4,10,4,40.0,227.39203389177214
5,11,4,36.36363636363637,62.36347018910682
6,11,3,27.27272727272727,184.61901128623586
7,11,4,36.36363636363637,182.7003301514551
8,11,4,36.36363636363637,260.11586781023163
9,11,4,36.36363636363637,145.64742025379567
10,11,3,27.27272727272727,82.97330599396268
11,11,4,36.36363636363637,105.84887987909437
12,11,4,36.36363636363637,205.89710566526526
13,11,4,36.36363636363637,163.42762398122613
14,11,6,54.54545454545454,130.31298909855042
15,11,3,27.27272727272727,168.38167231832543
