phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.04862183806971505,0.7356102834407032,طبيعي,High
future_forecast,2,10,0.05107233612918631,0.7444055889609026,طبيعي,Medium
future_forecast,3,11,0.03689573878129146,0.9608318088231101,طبيعي,Medium
future_forecast,4,12,0.025948874780717106,1.0892702095440099,طبيعي,Medium
future_forecast,5,13,0.019228521099423766,1.3561441241564678,طبيعي,Medium
future_forecast,6,14,0.015903804976611164,1.694961017306121,طبيعي,Low
future_forecast,7,15,0.010924941681448247,0.8996935097715668,طبيعي,Low
future_forecast,8,1,0.009636422373180109,1.2616752168429322,طبيعي,Low
future_forecast,9,2,0.008196912274180991,0.8417449841955339,طبيعي,Low
future_forecast,10,3,0.008516554421842534,0.899215794770652,طبيعي,Low
