phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.18147659044257422,0.9744003215271715,طبيعي,High
future_forecast,2,10,0.22441384317760046,1.6828407064695654,طبيعي,Medium
future_forecast,3,11,0.165811083025823,1.2827102973257523,طبيعي,Medium
future_forecast,4,12,0.28813942288300304,0.7717597195312323,طبيعي,Medium
future_forecast,5,13,0.29249264205750203,0.7857827311964546,طبيعي,Medium
future_forecast,6,14,0.3001532954556361,0.818703409712268,طبيعي,Low
future_forecast,7,15,0.282880133020353,1.4629434722813002,طبيعي,Low
future_forecast,8,1,0.27605019095418637,0.9387043517231152,طبيعي,Low
future_forecast,9,2,0.2869376034199956,0.9345139186745222,طبيعي,Low
future_forecast,10,3,0.25272677282323336,1.0216826182369632,طبيعي,Low
