day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,70.06072635536667
2,10,2,20.0,36.057281169826055
3,10,4,40.0,133.62195803135543
4,10,4,40.0,80.41639132600889
5,11,2,18.181818181818183,41.33223674820803
6,11,3,27.27272727272727,208.9921378353481
7,11,4,36.36363636363637,40.531336625625485
8,11,3,27.27272727272727,116.33385245118869
9,11,3,27.27272727272727,33.982472305127736
10,11,5,45.45454545454545,43.839570553377285
11,11,3,27.27272727272727,109.80754674034233
12,11,6,54.54545454545454,46.27292570737371
13,11,5,45.45454545454545,54.387936125642135
14,11,4,36.36363636363637,54.75611384594572
15,11,3,27.27272727272727,163.14682697029306
