phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.047733745349624476,1.260588321540624,طبيعي,High
future_forecast,2,10,0.14693493590934903,0.7984805303549991,طبيعي,Medium
future_forecast,3,11,0.14704588149409284,0.7386178655867096,طبيعي,Medium
future_forecast,4,12,0.14028189167309155,0.6869101337396982,طبيعي,Medium
future_forecast,5,13,0.23066890461461426,1.057262616348333,طبيعي,Medium
future_forecast,6,14,0.15805508053602835,1.0291991099629731,طبيعي,Low
future_forecast,7,15,0.14503142047597145,0.666029500368962,طبيعي,Low
future_forecast,8,1,0.14575626169820619,1.102324165416739,طبيعي,Low
future_forecast,9,2,0.10685855248384907,1.052989946546902,طبيعي,Low
future_forecast,10,3,0.08368324661325315,0.9101306216589656,طبيعي,Low
