day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,2,20.0,47.33449501581434
2,10,5,50.0,145.17594161442884
3,10,4,40.0,70.96959353412213
4,10,0,0.0,0.0
5,11,3,27.27272727272727,87.2381309727266
6,11,1,9.090909090909092,268.93431115867037
7,11,4,36.36363636363637,191.46569407183625
8,11,7,63.63636363636363,78.5883880248105
9,11,7,63.63636363636363,57.481981332712465
10,11,0,0.0,0.0
11,11,5,45.45454545454545,63.72268689477651
12,11,2,18.181818181818183,81.27743380635009
13,11,4,36.36363636363637,41.6894795790258
14,11,3,27.27272727272727,79.69858582473138
15,11,2,18.181818181818183,8.522885107806243
