Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,5.0,11.0,10.0,True
3,15.0,5.0,3.0,True
4,5.0,11.0,8.0,True
5,6.0,8.0,12.0,True
6,12.0,4.0,13.0,True
7,6.0,2.0,1.0,True
8,12.0,2.0,13.0,True
9,10.0,4.0,7.0,True
10,6.0,3.0,12.0,True
11,8.0,2.0,5.0,True
12,5.0,7.0,8.0,True
13,4.0,3.0,2.0,True
