DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,2.20409401108397,1.0706609743058007,5,38.46153846153847,4,30.76923076923077,2,15.384615384615385
2,11,1.0722779580726902,0.9760680469205332,3,23.076923076923077,1,7.6923076923076925,1,7.6923076923076925
3,10,0.8230080115987797,0.9178534251892378,1,8.333333333333332,1,8.333333333333332,0,0.0
4,10,0.9574375947997856,0.6137867852142457,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
5,11,0.6751527857379052,0.4757866570350832,2,16.666666666666664,1,8.333333333333332,0,0.0
6,11,1.249969486223356,1.0401814058956915,5,41.66666666666667,5,41.66666666666667,1,8.333333333333332
7,11,0.9967568279484678,0.9135957440449506,3,25.0,2,16.666666666666664,1,8.333333333333332
8,11,1.229798244790491,1.2311630306315013,5,41.66666666666667,3,25.0,2,16.666666666666664
9,11,1.105262128330056,1.12865991767135,4,33.33333333333333,3,25.0,1,8.333333333333332
10,11,0.7272910791451301,0.666287728323154,2,16.666666666666664,0,0.0,0,0.0
11,11,0.8423157894963108,0.7217896686465428,3,25.0,2,16.666666666666664,0,0.0
12,11,1.0908896865220317,0.7765015996085242,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,0.756776167065066,0.7779790646036725,2,16.666666666666664,0,0.0,0,0.0
14,11,0.8634341965110912,0.5246933162971731,3,25.0,2,16.666666666666664,2,16.666666666666664
15,11,0.5741757783833656,0.4617944897049066,1,8.333333333333332,0,0.0,0,0.0
