day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,138.81118668687486
2,10,6,60.0,58.89357489613341
3,10,4,40.0,52.456798990035786
4,10,7,70.0,88.70011231076815
5,11,3,27.27272727272727,40.4521696957024
6,11,4,36.36363636363637,249.09808608671966
7,11,1,9.090909090909092,77.01275008658894
8,11,3,27.27272727272727,23.374211194111876
9,11,3,27.27272727272727,12.630858434851255
10,11,3,27.27272727272727,59.44409232410741
11,11,3,27.27272727272727,51.972776382878074
12,11,5,45.45454545454545,149.53615922520945
13,11,6,54.54545454545454,97.12117515158378
14,11,5,45.45454545454545,62.983762188502
15,11,3,27.27272727272727,46.46603187073102
