phase,session_offset,day_in_cycle,forecast_probability,expected_relative_volume,high_liquidity_probability_label,confidence_level
future_forecast,1,9,0.23049878820778888,0.7600375202111992,طبيعي,High
future_forecast,2,10,0.17098045691045202,0.9141317554518416,طبيعي,Medium
future_forecast,3,11,0.17630036351603826,0.7236694289594491,طبيعي,Medium
future_forecast,4,12,0.21287731531180526,1.1472440572778,طبيعي,Medium
future_forecast,5,13,0.18683392789026718,0.9529749259441332,طبيعي,Medium
future_forecast,6,14,0.22869327884704369,0.788470940578869,طبيعي,Low
future_forecast,7,15,0.2267774218233763,0.9800414812631164,طبيعي,Low
future_forecast,8,1,0.2513590440172435,1.0627337287449075,طبيعي,Low
future_forecast,9,2,0.31320362548743846,1.5734290500474761,طبيعي,Low
future_forecast,10,3,0.3724506400690782,1.7287660523585366,طبيعي,Low
