day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,59.93773025743494
2,10,5,50.0,117.69403770426666
3,10,5,50.0,114.01858554937485
4,10,2,20.0,233.4303862694375
5,11,3,27.27272727272727,129.2293286420646
6,11,3,27.27272727272727,38.81464174538187
7,11,2,18.181818181818183,191.84584940654727
8,11,2,18.181818181818183,159.67959542239484
9,11,4,36.36363636363637,180.32268579055517
10,11,5,45.45454545454545,53.45979906095306
11,11,4,36.36363636363637,59.64416081657605
12,11,5,45.45454545454545,78.89913648054491
13,11,2,18.181818181818183,73.67774128549738
14,11,1,9.090909090909092,11.235543753133292
15,11,3,27.27272727272727,165.8013673943903
