Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,15.0,9.0,13.0,True
3,1.0,2.0,12.0,True
4,11.0,8.0,1.0,True
5,9.0,13.0,7.0,True
6,12.0,9.0,13.0,True
7,4.0,5.0,7.0,True
8,12.0,14.0,10.0,True
9,3.0,8.0,11.0,True
10,14.0,13.0,12.0,True
11,5.0,12.0,13.0,True
12,1.0,4.0,5.0,True
13,2.0,5.0,4.0,True
