day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,5,50.0,79.65720957311926
2,10,3,30.0,87.76804683823583
3,10,5,50.0,42.4016527528671
4,10,3,30.0,86.621590450705
5,11,4,36.36363636363637,32.6963624051808
6,11,4,36.36363636363637,117.96844684681301
7,11,5,45.45454545454545,114.01963165081204
8,11,3,27.27272727272727,60.75155342044527
9,11,6,54.54545454545454,58.89150350044022
10,11,3,27.27272727272727,5.403653400250774
11,11,3,27.27272727272727,34.44142041118432
12,11,6,54.54545454545454,103.18583296930865
13,11,6,54.54545454545454,24.236664171708597
14,11,4,36.36363636363637,14.72165204998645
15,11,3,27.27272727272727,41.27685880735614
