day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,4,40.0,33.40248515339715
2,10,6,60.0,103.49206986687527
3,10,2,20.0,298.05996853757085
4,10,4,40.0,43.77307902731175
5,11,2,18.181818181818183,381.9492815311468
6,11,1,9.090909090909092,118.36181978565601
7,11,5,45.45454545454545,30.98618181722104
8,11,5,45.45454545454545,163.28341373378908
9,11,6,54.54545454545454,83.82378185144508
10,11,4,36.36363636363637,102.42050275010956
11,11,3,27.27272727272727,327.1543681484756
12,11,3,27.27272727272727,119.71923643144036
13,11,5,45.45454545454545,39.821054501974544
14,11,4,36.36363636363637,58.52666387151187
15,11,1,9.090909090909092,60.65910602564131
