day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,2,22.22222222222222,107.15260536916696
2,9,3,33.33333333333333,31.758227184545518
3,9,2,22.22222222222222,98.62077728373139
4,9,5,55.55555555555556,251.02938603418085
5,10,3,30.0,144.87999930319205
6,10,3,30.0,277.62415526284616
7,10,4,40.0,165.59131569383715
8,10,3,30.0,127.02255900025216
9,10,4,40.0,185.7035799786131
10,10,1,10.0,65.52344182146564
11,10,2,20.0,266.8978773174001
12,10,3,30.0,193.8923877666384
13,10,3,30.0,70.26092687436066
14,10,3,30.0,341.1320314177879
15,10,3,30.0,188.6004137571913
