Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,13.0,15.0,7.0,True
3,15.0,3.0,11.0,True
4,8.0,11.0,2.0,True
5,9.0,6.0,10.0,True
6,13.0,2.0,14.0,True
7,1.0,4.0,7.0,True
8,6.0,9.0,2.0,True
9,12.0,13.0,14.0,True
10,10.0,11.0,9.0,True
11,4.0,13.0,3.0,True
12,3.0,2.0,8.0,True
13,,,,False
