DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.3578968367244866,0.917683886875983,4,30.76923076923077,3,23.076923076923077,2,15.384615384615385
2,11,1.5449060409726825,0.5271594686143376,2,15.384615384615385,2,15.384615384615385,2,15.384615384615385
3,11,1.0167783142703042,0.5230960614707101,2,15.384615384615385,2,15.384615384615385,1,7.6923076923076925
4,11,0.8400638518696084,0.48093531871168904,3,23.076923076923077,3,23.076923076923077,1,7.6923076923076925
5,12,0.8678220447973476,0.6668294567691169,3,23.076923076923077,2,15.384615384615385,1,7.6923076923076925
6,12,0.7957338347012682,0.6941194010608549,3,23.076923076923077,2,15.384615384615385,0,0.0
7,12,1.6476633001764442,1.2293743372390424,5,38.46153846153847,5,38.46153846153847,4,30.76923076923077
8,12,1.556160020005476,0.7866722802102908,4,30.76923076923077,3,23.076923076923077,3,23.076923076923077
9,11,0.9602726159466536,0.940933508709388,3,25.0,2,16.666666666666664,0,0.0
10,11,0.8967094390115352,0.5680569275792479,3,25.0,3,25.0,2,16.666666666666664
11,11,1.5669376736724558,0.9635697880835865,5,41.66666666666667,3,25.0,2,16.666666666666664
12,11,0.7309244961024768,0.791242914448656,0,0.0,0,0.0,0,0.0
13,11,0.9442887564802647,0.8110635913031096,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
14,11,1.2453515514010278,0.7223203675446254,3,25.0,2,16.666666666666664,2,16.666666666666664
15,11,0.5895114767976051,0.6868575814387491,0,0.0,0,0.0,0,0.0
