Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,14.0,13.0,15.0,True
3,3.0,12.0,11.0,True
4,4.0,5.0,1.0,True
5,6.0,8.0,9.0,True
6,3.0,1.0,13.0,True
7,12.0,7.0,13.0,True
8,3.0,2.0,4.0,True
9,13.0,9.0,14.0,True
10,2.0,7.0,13.0,True
11,9.0,12.0,14.0,True
12,11.0,10.0,9.0,True
