day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,10,1,10.0,46.564261850588174
2,10,5,50.0,185.47698347564338
3,10,1,10.0,72.09135107514444
4,10,4,40.0,49.92609167342104
5,11,3,27.27272727272727,248.7202735070838
6,11,5,45.45454545454545,187.0769262964544
7,11,6,54.54545454545454,96.46080564477701
8,11,3,27.27272727272727,236.01561924703137
9,11,5,45.45454545454545,137.99577440411173
10,11,5,45.45454545454545,196.16043006500053
11,11,4,36.36363636363637,86.89265279739593
12,11,4,36.36363636363637,110.63789133595184
13,11,4,36.36363636363637,52.27258102971556
14,11,4,36.36363636363637,281.79573510467486
15,11,3,27.27272727272727,49.122198645484424
