Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,10.0,15.0,11.0,True
3,12.0,6.0,1.0,True
4,6.0,8.0,7.0,True
5,4.0,8.0,14.0,True
6,13.0,15.0,5.0,True
7,5.0,3.0,11.0,True
8,14.0,9.0,6.0,True
9,1.0,5.0,2.0,True
10,6.0,12.0,10.0,True
11,15.0,13.0,12.0,True
12,5.0,3.0,1.0,True
13,,,,False
