day_in_cycle,n_available_cycles,n_rises,repeat_strength,average_liquidity_lift
1,9,1,11.11111111111111,26.096044737627942
2,9,0,0.0,0.0
3,9,1,11.11111111111111,160.3947012706137
4,9,2,22.22222222222222,86.46530298472057
5,10,1,10.0,16.33466135458168
6,10,3,30.0,100.72528337874412
7,10,2,20.0,243.85008968858068
8,10,4,40.0,59.79709178134321
9,10,6,60.0,255.37263406261684
10,10,2,20.0,182.36088302623307
11,10,6,60.0,145.6438036121027
12,10,4,40.0,169.02602567990226
13,10,5,50.0,205.77105446467394
14,10,3,30.0,72.5755195429878
15,10,2,20.0,187.255807566182
