Cycle,HighestLiquidityDay,SecondHighestDay,ThirdHighestDay,valid
1,,,,False
2,8.0,13.0,10.0,True
3,7.0,11.0,4.0,True
4,11.0,9.0,12.0,True
5,10.0,6.0,11.0,True
6,4.0,2.0,3.0,True
7,11.0,2.0,12.0,True
8,1.0,3.0,13.0,True
9,2.0,3.0,10.0,True
10,1.0,13.0,2.0,True
11,4.0,8.0,7.0,True
12,1.0,10.0,5.0,True
13,5.0,4.0,2.0,True
