DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.522295610479549,0.8708982035928143,3,23.076923076923077,3,23.076923076923077,1,7.6923076923076925
2,10,1.0529114392698948,0.9281008861322363,3,25.0,3,25.0,2,16.666666666666664
3,10,1.985645043350237,0.49325184113213094,3,25.0,3,25.0,3,25.0
4,10,1.6439824649678907,1.2648980884813785,5,41.66666666666667,4,33.33333333333333,3,25.0
5,11,0.3808934521565529,0.22586109542631283,1,8.333333333333332,0,0.0,0,0.0
6,11,2.622972154188466,1.9271948608137046,6,50.0,6,50.0,5,41.66666666666667
7,11,1.3683877657644798,0.30551952730941057,4,33.33333333333333,4,33.33333333333333,2,16.666666666666664
8,11,0.7849129699036954,0.11530398322851153,3,25.0,2,16.666666666666664,2,16.666666666666664
9,11,1.2513139423423316,0.8905415713196034,4,33.33333333333333,4,33.33333333333333,4,33.33333333333333
10,11,1.1899556142266554,0.6324958969827041,3,25.0,3,25.0,3,25.0
11,11,0.5944844065250172,0.25121555915721233,2,16.666666666666664,2,16.666666666666664,0,0.0
12,11,0.6141682656004803,0.3518471977883891,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
13,11,0.23958543380102704,0.20460358056265984,0,0.0,0,0.0,0,0.0
14,11,0.3952080689150684,0.1971809289070323,1,8.333333333333332,0,0.0,0,0.0
15,11,0.7413325546760515,0.1475618098309391,3,25.0,3,25.0,1,8.333333333333332
